Access_Category_ID,Access_Name,Access_Description,Customer_ID,Page_Viewed,Visit_Duration,Entry_Page,Exit_Page,Referrer,Access_Date,Device_Type,Browser_Type
164,Support Page,Seeking customer support information,318,2,30,"https://www.abcmanufacturing.com/support","https://www.abcmanufacturing.com/support/faq","Direct",2024-06-12,Desktop,Safari
165,Account Page,Managing user account settings,320,4,90,"https://www.abcmanufacturing.com/account","https://www.abcmanufacturing.com/account/settings","Email Campaign",2024-06-13,Tablet,Chrome
166,Homepage,Visiting the homepage for general information,322,5,120,"https://www.abcmanufacturing.com/home","https://www.abcmanufacturing.com/products","Direct",2024-06-14,Desktop,Firefox
167,Product Page,Viewing specific product details,324,3,60,"https://www.abcmanufacturing.com/products/smartphones","https://www.abcmanufacturing.com/products/smartphones/2","Search Engine",2024-06-15,Mobile,Safari
168,Checkout,Proceeding to checkout for purchase,326,1,10,"https://www.abcmanufacturing.com/checkout","https://www.abcmanufacturing.com/confirmation","Social Media",2024-06-16,Desktop,Edge
169,Support Page,Seeking customer support information,328,2,30,"https://www.abcmanufacturing.com/support","https://www.abcmanufacturing.com/support/faq","Direct",2024-06-17,Tablet,Safari
170,Account Page,Managing user account settings,330,4,90,"https://www.abcmanufacturing.com/account","https://www.abcmanufacturing.com/account/settings","Email Campaign",2024-06-18,Desktop,Chrome
171,Homepage,Visiting the homepage for general information,332,5,120,"https://www.abcmanufacturing.com/home","https://www.abcmanufacturing.com/products","Direct",2024-06-19,Mobile,Firefox
172,Product Page,Viewing specific product details,334,3,60,"https://www.abcmanufacturing.com/products/electronics","https://www.abcmanufacturing.com/products/electronics/1","Search Engine",2024-06-20,Desktop,Safari
173,Checkout,Proceeding to checkout for purchase,336,1,10,"https://www.abcmanufacturing.com/checkout","https://www.abcmanufacturing.com/confirmation","Social Media",2024-06-21,Mobile,Chrome
174,Support Page,Seeking customer support information,338,2,30,"https://www.abcmanufacturing.com/support","https://www.abcmanufacturing.com/support/faq","Direct",2024-06-22,Desktop,Edge
175,Account Page,Managing user account settings,340,4,90,"https://www.abcmanufacturing.com/account","https://www.abcmanufacturing.com/account/settings","Email Campaign",2024-06-23,Tablet,Safari
176,Homepage,Visiting the homepage for general information,342,5,120,"https://www.abcmanufacturing.com/home","https://www.abcmanufacturing.com/products","Direct",2024-06-24,Desktop,Chrome
177,Product Page,Viewing specific product details,344,3,60,"https://www.abcmanufacturing.com/products/smart-home","https://www.abcmanufacturing.com/products/smart-home/4","Search Engine",2024-06-25,Mobile,Firefox
178,Checkout,Proceeding to checkout for purchase,346,1,10,"https://www.abcmanufacturing.com/checkout","https://www.abcmanufacturing.com/confirmation","Social Media",2024-06-26,Desktop,Safari
179,Support Page,Seeking customer support information,348,2,30,"https://www.abcmanufacturing.com/support","https://www.abcmanufacturing.com/support/faq","Direct",2024-06-27,Tablet,Chrome
180,Account Page,Managing user account settings,350,4,90,"https://www.abcmanufacturing.com/account","https://www.abcmanufacturing.com/account/settings","Email Campaign",2024-06-28,Desktop,Edge
181,Homepage,Visiting the homepage for general information,352,5,120,"https://www.abcmanufacturing.com/home","https://www.abcmanufacturing.com/products","Direct",2024-06-29,Mobile,Safari
182,Product Page,Viewing specific product details,354,3,60,"https://www.abcmanufacturing.com/products/smartphones","https://www.abcmanufacturing.com/products/smartphones/2","Search Engine",2024-06-30,Desktop,Chrome
183,Checkout,Proceeding to checkout for purchase,356,1,10,"https://www.abcmanufacturing.com/checkout","https://www.abcmanufacturing.com/confirmation","Social Media",2024-07-01,Mobile,Safari
184,Support Page,Seeking customer support information,358,2,30,"https://www.abcmanufacturing.com/support","https://www.abcmanufacturing.com/support/faq","Direct",2024-07-02,Desktop,Edge
185,Account Page,Managing user account settings,360,4,90,"https://www.abcmanufacturing.com/account","https://www.abcmanufacturing.com/account/settings","Email Campaign",2024-07-03,Tablet,Safari
186,Homepage,Visiting the homepage for general information,362,5,120,"https://www.abcmanufacturing.com/home","https://www.abcmanufacturing.com/products","Direct",2024-07-04,Desktop,Chrome
187,Product Page,Viewing specific product details,364,3,60,"https://www.abcmanufacturing.com/products/electronics","https://www.abcmanufacturing.com/products/electronics/1","Search Engine",2024-07-05,Mobile,Firefox
188,Checkout,Proceeding to checkout for purchase,366,1,10,"https://www.abcmanufacturing.com/checkout","https://www.abcmanufacturing.com/confirmation","Social Media",2024-07-06,Desktop,Safari
189,Support Page,Seeking customer support information,368,2,30,"https://www.abcmanufacturing.com/support","https://www.abcmanufacturing.com/support/faq","Direct",2024-07-07,Tablet,Chrome
190,Account Page,Managing user account settings,370,4,90,"https://www.abcmanufacturing.com/account","https://www.abcmanufacturing.com/account/settings","Email Campaign",2024-07-08,Desktop,Edge
191,Homepage,Visiting the homepage for general information,372,5,120,"https://www.abcmanufacturing.com/home","https://www.abcmanufacturing.com/products","Direct",2024-07-09,Mobile,Safari
192,Product Page,Viewing specific product details,374,3,60,"https://www.abcmanufacturing.com/products/smart-home","https://www.abcmanufacturing.com/products/smart-home/4","Search Engine",2024-07-10,Desktop,Chrome
193,Checkout,Proceeding to checkout for purchase,376,1,10,"https://www.abcmanufacturing.com/checkout","https://www.abcmanufacturing.com/confirmation","Social Media",2024-07-11,Mobile,Firefox
194,Support Page,Seeking customer support information,378,2,30,"https://www.abcmanufacturing.com/support","https://www.abcmanufacturing.com/support/faq","Direct",2024-07-12,Desktop,Safari
195,Account Page,Managing user account settings,380,4,90,"https://www.abcmanufacturing.com/account","https://www.abcmanufacturing.com/account/settings","Email Campaign",2024-07-13,Tablet,Chrome
196,Homepage,Visiting the homepage for general information,382,5,120,"https://www.abcmanufacturing.com/home","https://www.abcmanufacturing.com/products","Direct",2024-07-14,Desktop,Edge
197,Product Page,Viewing specific product details,384,3,60,"https://www.abcmanufacturing.com/products/smartphones","https://www.abcmanufacturing.com/products/smartphones/2","Search Engine",2024-07-15,Mobile,Safari
198,Checkout,Proceeding to checkout for purchase,386,1,10,"https://www.abcmanufacturing.com/checkout","https://www.abcmanufacturing.com/confirmation","Social Media",2024-07-16,Desktop,Chrome
199,Support Page,Seeking customer support information,388,2,30,"https://www.abcmanufacturing.com/support","https://www.abcmanufacturing.com/support/faq","Direct",2024-07-17,Tablet,Safari
200,Account Page,Managing user account settings,390,4,90,"https://www.abcmanufacturing.com/account","https://www.abcmanufacturing.com/account/settings","Email Campaign",2024-07-18,Desktop,Firefox
